practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,key_resp_5.keys,key_resp_5.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_13,IRI_FL_13,space_13,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,IRI_20,IRI_FL_20,space_20,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,participant,session,group,level,date,expName,frameRate,
congruent_left,f,1,This is an example of the sentences you will see throughout the study,You just saw an example of a stimulus.,Verdadero,Falso,f,practice,,,,,,,,,,,0,0,0,0,1,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.37344324501464143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
single_left,f,0,The questions that follow each sentence sometimes will be obvious and sometimes more difficult ,The difficulty of each sentence varies.,Verdadero,Falso,f,practice,,,,,,,,,,,0,0,0,0,1,2,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.4203182649798691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
incongruent_left,f,0,Sometimes they'll be short,All sentences are the same.,Verdadero,Falso,j,practice,,,,,,,,,,,0,0,0,0,1,3,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.5756120950100012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
congruent_right,j,1,Sometimes the sentences will be longer,Some sentences are long.,Verdadero,Falso,f,practice,,,,,,,,,,,0,0,0,0,1,4,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.3899403149844147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
incongruent_right,j,0,Your task is to read the sentence in the most natural way possible,You don't have to pay attention to the sentence.,Verdadero,Falso,j,practice,,,,,,,,,,,0,0,0,0,1,5,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.4869117880007252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
single_right,j,0,It's no problem if you need to guess the answer from time to time,It's important that you don't guess.,Verdadero,Falso,j,practice,,,,,,,,,,,0,0,0,0,2,0,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.40453479695133865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
congruent_left,f,1,This is an example of the sentences you will see throughout the study,You just saw an example of a stimulus.,Verdadero,Falso,f,practice,,,,,,,,,,,0,0,0,0,2,1,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.4010177489835769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
congruent_right,j,1,Sometimes the sentences will be longer,Some sentences are long.,Verdadero,Falso,f,practice,,,,,,,,,,,0,0,0,0,2,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.3764594839885831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
incongruent_right,j,0,Your task is to read the sentence in the most natural way possible,You don't have to pay attention to the sentence.,Verdadero,Falso,j,practice,,,,,,,,,,,0,0,0,0,2,3,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.519422403012868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
incongruent_left,f,0,Sometimes they'll be short,All sentences are the same.,Verdadero,Falso,j,practice,,,,,,,,,,,0,0,0,0,2,4,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.4230033310013823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
single_left,f,0,The questions that follow each sentence sometimes will be obvious and sometimes more difficult ,The difficulty of each sentence varies.,Verdadero,Falso,f,practice,,,,,,,,,,,0,0,0,0,2,5,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.4060984579846263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
incongruent_right,j,0,Your task is to read the sentence in the most natural way possible,You don't have to pay attention to the sentence.,Verdadero,Falso,j,practice,,,,,,,,,,,0,0,0,0,3,0,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.44009762501809746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
single_right,j,0,It's no problem if you need to guess the answer from time to time,It's important that you don't guess.,Verdadero,Falso,j,practice,,,,,,,,,,,0,0,0,0,3,1,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.37364138098200783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
incongruent_left,f,0,Sometimes they'll be short,All sentences are the same.,Verdadero,Falso,j,practice,,,,,,,,,,,0,0,0,0,3,2,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.5228316630236804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
congruent_right,j,1,Sometimes the sentences will be longer,Some sentences are long.,Verdadero,Falso,f,practice,,,,,,,,,,,0,0,0,0,3,3,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.4023644700064324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
single_left,f,0,The questions that follow each sentence sometimes will be obvious and sometimes more difficult ,The difficulty of each sentence varies.,Verdadero,Falso,f,practice,,,,,,,,,,,0,0,0,0,3,4,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.4224382520187646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
congruent_left,f,1,This is an example of the sentences you will see throughout the study,You just saw an example of a stimulus.,Verdadero,Falso,f,practice,,,,,,,,,,,0,0,0,0,3,5,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.4383787629776634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,21.393961886002216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.901692790037487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
congruent_left,f,1,This is an example of the sentences you will see throughout the study,You just saw an example of a stimulus.,Verdadero,Falso,f,practice,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.1494410849991255,0.564180801040493,0.5416156610008329,0.564180801040493,0.6684963179868646,0.6398278970154934,1.2326771190273575,0.7185517600155436,0.6895796980243176,1.951228879042901,0.5014184619649313,0.46855617803521454,2.4526473410078324,0.5849151250440627,0.5529898380045779,3.037562466051895,0.45108098798664287,0.41807564499322325,3.488643454038538,0.38327522500185296,0.3543091819738038,3.871918679040391,0.43560424697352573,0.4063539780327119,4.307522926013917,0.3844092800281942,0.35497510503046215,4.691932206042111,0.3845151729765348,0.35215843498008326,5.076447379018646,0.3659998750081286,0.3331328150234185,5.442447254026774,0.4013769620214589,0.37222400499740615,5.843824216048233,0.3689340699929744,0.3398216590285301,6.212758286041208,f,1,7.943566842004657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
congruent_right,j,1,Sometimes the sentences will be longer,Some sentences are long.,Verdadero,Falso,f,practice,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.016835011949297,1.0063260900205933,1.016835011949297,0.4965543260332197,0.47241027001291513,1.5133893379825167,0.4008710400084965,0.3720824799966067,1.9142603779910132,0.4509872649796307,0.42254183802288026,2.365247642970644,0.43466106202686206,0.40155980503186584,2.799908704997506,0.38429060496855527,0.35678324999753386,3.1841993099660613,,,,,,,,,,,,,,,,,,,,,,f,1,2.1269647240405902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
incongruent_left,f,0,Sometimes they'll be short,All sentences are the same.,Verdadero,Falso,j,practice,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7282673380104825,0.7201848630211316,0.7282673380104825,0.43596305698156357,0.42288058501435444,1.164230394992046,0.4341985229984857,0.4052714370191097,1.5984289179905318,0.36798548500519246,0.3389539350173436,1.9664144029957242,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,1.870643011003267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
incongruent_right,j,0,Your task is to read the sentence in the most natural way possible,You don't have to pay attention to the sentence.,Verdadero,Falso,j,practice,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7345394850126468,0.7185847599757835,0.7345394850126468,0.334326938027516,0.3049076229799539,1.0688664230401628,0.31817343697184697,0.28974709298927337,1.3870398600120097,0.3337449880200438,0.3052555999602191,1.7207848480320536,0.35109094996005297,0.3213672319543548,2.0718757979921065,0.3341407270054333,0.30499873496592045,2.40601652499754,0.31706863502040505,0.28811723995022476,2.723085160017945,0.33434410800691694,0.30463558301562443,3.057429268024862,0.3515871500130743,0.3225318350014277,3.409016418037936,0.3166833999566734,0.28799588000401855,3.7256998179946095,0.33452402701368555,0.3048722120001912,4.060223845008295,0.36791060300311074,0.3353391200071201,4.428134448011406,0.33449132699752226,0.30507451004814357,4.762625775008928,j,1,5.635797212016769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
single_left,f,0,The questions that follow each sentence sometimes will be obvious and sometimes more difficult ,The difficulty of each sentence varies.,Verdadero,Falso,f,practice,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7129561500041746,0.6931116370251402,0.7129561500041746,0.33367805799935013,0.30557679501362145,1.0466342080035247,0.33381204499164596,0.30494360998272896,1.3804462529951707,0.33469923003576696,0.3046653019846417,1.7151454830309376,0.33430363197112456,0.30558735999511555,2.049449115002062,0.3844315630267374,0.355539235053584,2.4338806780287996,0.35103552998043597,0.3220996980089694,2.7849162080092356,0.34962011699099094,0.3208838300197385,3.1345363250002265,0.3856727750389837,0.35702507698442787,3.52020910003921,0.35077446297509596,0.3229515050188638,3.870983563014306,0.3510938319959678,0.3180792650091462,4.222077395010274,0.3331288250046782,0.3050841180374846,4.555206220014952,0.3841368749854155,0.353763552964665,4.939343095000368,f,1,1.8054256199975498,0.35233030800009146,0.3187065650126897,5.291673403000459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
single_right,j,0,It's no problem if you need to guess the answer from time to time,It's important that you don't guess.,Verdadero,Falso,j,practice,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6487620099796914,0.6341821469832212,0.6487620099796914,0.3508719829842448,0.3213218649616465,0.9996339929639362,0.417971077025868,0.3856464819982648,1.4176050699898042,0.3507735150051303,0.3217143850051798,1.7683785849949345,0.3509551449678838,0.321477068006061,2.1193337299628183,0.35143188503570855,0.32189118495443836,2.470765614998527,0.36686060996726155,0.33854006696492434,2.8376262249657884,0.36724953504744917,0.33862658200087026,3.2048757600132376,0.3683727949974127,0.33908241998869926,3.5732485550106503,0.3675925849820487,0.33855846495134756,3.940841139992699,0.3507321900106035,0.3225534720113501,4.2915733300033025,0.3845765679725446,0.35488036304013804,4.676149897975847,0.3501268210238777,0.319487109023612,5.026276718999725,j,1,1.7913172399858013,0.4019463839940727,0.37347721797414124,5.4282231029937975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,32.965687566029374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,1,2,2018_Oct_02_0940,Dissertation,60.3364066091653,
